word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos
mobile,NOUN,B2,beacco,78.2626,15.5367,0.0,0.3918,15.4908,78.2626,3.1012,0.0,15.5367,0.0,0.0,15.0155,35.3709,0.0,0.0,8.9194,B2,word_pos,mobile,N,mobile,NOM
persuader,VERB,B2,beacco,74.6411,28.1876,0.0,0.3918,46.9195,74.6411,36.5308,0.0,28.1876,0.0,0.0,29.7543,74.6439,40.0479,0.0,22.0006,B2,word_pos,persuader,V,persuader,VER
sociologue,NOUN,B2,beacco,72.5782,34.832,0.0,0.0,24.7288,72.5782,110.7048,43.6102,34.832,0.0,0.0,16.9991,62.4731,110.4624,56.7717,29.2876,B2,word_pos,sociologue,N,sociologue,NOM
as,NOUN,B2,beacco,71.7572,35.197,34.7163,27.0827,33.4793,71.7572,0.0,0.0,35.197,0.0,0.0,0.2504,0.911,0.0,0.0,0.5805,B2,word_pos,as,N,as,NOM
clous,NOUN,B2,crf_first_attested,70.3956,4.2178,0.0,0.0,0.0,70.3956,0.0,0.0,4.2178,,,,,,,,,crf_only,clous,N,,
empreinte,NOUN,B2,beacco,69.9652,33.8451,0.0,0.7835,10.4615,69.9652,124.0461,0.0,33.8451,0.0,0.0,3.9742,36.1107,60.0046,0.0,14.8855,B2,word_pos,empreinte,N,empreinte,NOM
butte,NOUN,B2,beacco,69.167,4.6391,0.0,0.0,0.0,69.167,0.0,0.0,4.6391,0.0,0.0,0.0,37.771,0.0,0.0,3.0502,B2,word_pos,butte,N,butte,NOM
désigner,VERB,B2,beacco,68.9709,27.7817,0.0,0.3209,9.0855,68.9709,111.5289,135.8422,27.7817,0.0,0.6228,12.2635,42.1763,132.8606,179.8979,28.32,B2,word_pos,désigner,V,désigner,VER
déclaration,NOUN,B2,beacco,64.6773,19.0315,1.6274,0.6418,22.5589,64.6773,6.2023,9.6228,19.0315,0.8075,0.6228,36.6807,35.6164,12.0009,19.328,22.3833,B2,word_pos,déclaration,N,déclaration,NOM
introduire,VERB,B2,beacco,63.8939,29.9689,1.005,0.0,50.0956,63.8939,72.0068,0.0,29.9689,0.0,0.0,54.8771,64.3522,63.3793,0.0,30.4708,B2,word_pos,introduire,V,introduire,VER
constituer,VERB,B2,beacco,61.8515,83.9327,0.0,0.2114,123.7333,61.8515,328.7386,239.9315,83.9327,0.0,0.6008,98.5226,37.6072,253.6479,252.6228,67.8359,B2,word_pos,constituer,V,constituer,VER
assassinat,NOUN,B2,beacco,61.1166,16.1284,0.0,1.1753,9.2504,61.1166,4.101,0.0,16.1284,0.0,0.0,5.9114,52.1416,8.2781,0.0,10.4048,B2,word_pos,assassinat,N,assassinat,NOM
calme,NOUN,B2,beacco,60.9023,19.924,17.8914,2.31,16.0343,60.9023,1.6042,0.0,19.924,0.0,0.606,3.4923,40.5288,0.0,0.0,7.4434,B2,word_pos,calme,N,calme,NOM
enseignant,NOUN,B2,beacco,59.9404,23.5689,0.0,0.2439,11.8754,59.9404,41.0097,28.8683,23.5689,0.0,0.0,9.9628,25.431,16.5561,0.0,10.373,B2,word_pos,enseignant,N,enseignant,NOM
d'autant,ADV,B2,beacco,59.1217,31.8393,,,,,,,,0.0,0.0,28.0345,59.1217,123.7073,56.7717,31.8393,B2,beacco_only,,,d'autant,ADV
pavillon,NOUN,B2,beacco,58.2803,11.778,0.3983,0.2117,8.9455,58.2803,8.2019,0.0,11.778,0.8346,0.4157,14.635,25.9423,4.139,0.0,13.1265,B2,word_pos,pavillon,N,pavillon,NOM
commettre,VERB,B2,beacco,58.2006,16.4,0.0,0.0,22.3879,58.2006,18.6069,0.0,16.4,0.0,0.0,27.1094,61.8692,6.0005,0.0,17.4194,B2,word_pos,commettre,V,commettre,VER
multiple,ADJ,B2,beacco,57.5155,16.4093,0.0,0.0,25.2794,57.5155,2.0505,25.5316,16.4093,0.0,0.0,25.9719,37.6072,4.139,19.328,14.3557,B2,word_pos,multiple,A,multiple,ADJ
approprier,VERB,B2,beacco,57.3135,6.3978,0.0,0.0,0.7236,57.3135,13.8696,0.0,6.3978,0.0,0.4157,3.7375,37.6072,27.9938,0.0,10.3093,B2,word_pos,approprier,V,approprier,VER
lutter,VERB,B2,beacco,55.9947,46.1895,1.5075,0.4879,48.3743,55.9947,125.6059,164.2811,46.1895,0.9051,0.4664,55.7606,44.6513,144.5357,174.0903,47.3561,B2,word_pos,lutter,V,lutter,VER
réseau,NOUN,B2,beacco,55.8007,62.646,0.0,0.9757,58.9856,55.8007,268.7148,174.4409,62.646,0.0,0.4664,78.6279,42.2312,282.3932,192.6297,64.169,B2,word_pos,réseau,N,réseau,NOM
cabaret,NOUN,B2,beacco,55.6879,7.8725,0.0,0.0,2.3079,55.6879,0.0,28.8683,7.8725,0.0,0.0,0.4317,31.4513,0.0,38.656,5.5125,B2,word_pos,cabaret,N,cabaret,NOM
meurtre,NOUN,B2,beacco,54.8953,17.531,0.0,0.9626,8.9917,54.8953,44.058,6.4938,17.531,0.0,0.6228,11.2338,40.4868,40.6321,12.833,15.9822,B2,word_pos,meurtre,N,meurtre,NOM
ouvrage,NOUN,B2,beacco,54.8757,24.4408,0.0,2.7895,17.8768,54.8757,40.3921,101.4607,24.4408,0.0,0.5213,26.2485,57.3725,40.6321,111.7223,27.4657,B2,word_pos,ouvrage,N,ouvrage,NOM
appliquer,VERB,B2,beacco,54.7319,47.3858,0.0,2.8154,49.4678,54.7319,179.4797,87.2204,47.3858,0.0,0.5137,37.9187,50.8644,159.414,56.7717,38.1383,B2,word_pos,appliquer,V,appliquer,VER
audience,NOUN,B2,beacco,53.2249,20.3777,0.0,0.4879,14.6171,53.2249,0.0,134.7185,20.3777,0.0,0.4664,8.9542,26.3584,0.0,193.2799,17.7431,B2,word_pos,audience,N,audience,NOM
assassiner,VERB,B2,beacco,53.2208,9.4328,0.0,0.0,12.1235,53.2208,0.0,0.0,9.4328,0.0,0.0,23.7728,66.683,0.0,0.0,15.4241,B2,word_pos,assassiner,V,assassiner,VER
russe,NOUN,B2,beacco,51.5129,3.5779,0.0,0.0,0.0,51.5129,0.0,0.0,3.5779,0.0,0.0,0.438,9.0915,0.0,0.0,1.501,B2,word_pos,russe,N,russe,NOM
craindre,VERB,B2,beacco,51.1549,29.0274,0.0,0.0,40.9006,51.1549,98.1407,19.4814,29.0274,0.0,0.4157,56.1624,50.1629,104.5381,38.4989,37.6371,B2,word_pos,craindre,V,craindre,VER
désormais,ADV,B2,beacco,50.9186,69.7199,0.0,0.3702,110.0049,50.9186,195.9193,202.0778,69.7199,0.0,0.606,114.7088,49.4964,148.8703,154.624,65.158,B2,word_pos,désormais,ADV,désormais,ADV
inquiétude,NOUN,B2,beacco,50.8106,11.2257,0.0,0.0,1.6385,50.8106,36.6419,0.0,11.2257,0.0,0.0,3.1766,59.4734,39.7963,0.0,13.2452,B2,word_pos,inquiétude,N,inquiétude,NOM
chiper,VERB,B2,beacco,50.5584,2.5888,0.0,0.0,0.0,50.5584,0.0,0.0,2.5888,0.0,0.0,0.0,14.4824,0.0,0.0,1.0388,B2,word_pos,chiper,V,chiper,VER
poète,NOUN,B2,beacco,50.0943,10.6379,1.7682,0.2117,3.4246,50.0943,1.6042,0.0,10.6379,1.8243,0.0,3.0456,19.4381,4.139,0.0,7.5482,B2,word_pos,poète,N,poète,NOM
préfet,NOUN,B2,beacco,49.8941,9.9196,1.2043,0.0,6.4822,49.8941,3.2084,12.9876,9.9196,0.7319,0.0,5.1837,48.6547,3.4423,12.833,8.3568,B2,word_pos,préfet,N,préfet,NOM
immigration,NOUN,B2,beacco,49.8495,19.2453,0.6621,0.0,1.7498,49.8495,61.7507,57.7365,19.2453,1.2635,0.0,2.2125,40.0693,61.3361,77.312,21.5092,B2,word_pos,immigration,N,immigration,NOM
compétence,NOUN,B2,beacco,49.6552,17.877,0.0,0.6418,4.9895,49.6552,94.5713,0.0,17.877,0.0,0.6228,6.6448,38.0699,96.3812,0.0,17.0666,B2,word_pos,compétence,N,compétence,NOM
aménagement,NOUN,B2,beacco,48.7855,8.5231,0.0,0.0,4.9235,48.7855,12.4046,0.0,8.5231,0.0,0.0,3.7375,28.9476,6.0005,0.0,5.8051,B2,word_pos,aménagement,N,aménagement,NOM
hostile,ADJ,B2,beacco,47.2756,8.611,0.0,0.0,6.0064,47.2756,8.2019,0.0,8.611,0.0,0.0,7.7393,23.1828,4.139,0.0,6.5397,B2,word_pos,hostile,A,hostile,ADJ
taxe,NOUN,B2,beacco,46.9296,17.9545,1.3242,0.6418,7.393,46.9296,56.7127,0.0,17.9545,1.2635,0.6228,7.622,31.9752,96.4588,0.0,20.5136,B2,word_pos,taxe,N,taxe,NOM
grossier,ADJ,B2,beacco,46.6391,6.8685,0.0,0.0,4.9491,46.6391,15.6669,0.0,6.8685,0.0,0.0,3.7679,9.1127,20.024,0.0,4.4409,B2,word_pos,grossier,A,grossier,ADJ
aubergiste,NOUN,B2,beacco,46.6391,3.7608,0.0,0.0,0.2041,46.6391,0.0,0.0,3.7608,0.0,0.0,0.4317,10.4145,0.0,0.0,1.5618,B2,word_pos,aubergiste,N,aubergiste,NOM
baptiser,VERB,B2,beacco,45.2958,15.7157,0.0,0.0,22.1931,45.2958,4.101,72.1635,15.7157,0.0,0.0,18.5505,37.8135,4.139,78.971,15.1388,B2,word_pos,baptiser,V,baptiser,VER
visible,ADJ,B2,beacco,45.1192,21.5771,0.0,0.0,7.1229,45.1192,98.283,43.6102,21.5771,0.0,0.0,9.6793,31.9788,68.3291,56.7717,17.1538,B2,word_pos,visible,A,visible,ADJ
intellectuel,ADJ,B2,beacco,43.9613,32.5838,0.0,13.8648,17.7257,43.9613,75.2066,158.0031,32.5838,0.0,0.4664,17.4942,41.0995,94.0024,295.3115,33.7006,B2,word_pos,intellectuel,A,intellectuel,ADJ
discrimination,NOUN,B2,beacco,43.9018,9.442,0.0,0.0,0.7236,43.9018,41.6087,9.6228,9.442,0.0,0.0,0.6378,38.827,69.9024,19.328,10.6852,B2,word_pos,discrimination,N,discrimination,NOM
éprouver,VERB,B2,beacco,43.3044,29.6477,0.0,0.7405,39.5715,43.3044,96.9902,9.6228,29.6477,0.0,0.606,57.5715,28.0173,63.1587,19.328,30.4735,B2,word_pos,éprouver,V,éprouver,VER
stratégie,NOUN,B2,beacco,43.2402,20.2266,0.0,0.3702,13.1266,43.2402,78.6376,19.4814,20.2266,0.0,0.606,17.7009,17.8055,62.7562,25.6659,18.145,B2,word_pos,stratégie,N,stratégie,NOM
mèche,NOUN,B2,beacco,42.6211,4.4091,0.0,0.7835,0.0,42.6211,0.0,0.0,4.4091,0.0,0.0,0.0,22.2638,0.0,0.0,1.7064,B2,word_pos,mèche,N,mèche,NOM
suggérer,VERB,B2,beacco,42.3863,16.9997,0.0,0.2152,28.5536,42.3863,12.3029,0.0,16.9997,0.0,0.186,30.3116,37.5577,12.4171,0.0,17.6642,B2,word_pos,suggérer,V,suggérer,VER
scandale,NOUN,B2,beacco,42.3178,14.7734,0.4068,0.0,20.3133,42.3178,17.3764,0.0,14.7734,0.8075,0.0,20.6577,40.9158,26.3397,0.0,16.4508,B2,word_pos,scandale,N,scandale,NOM
mobile,ADJ,B2,beacco,41.8389,30.8576,0.0,0.2117,19.7386,41.8389,97.9162,151.6222,30.8576,0.0,0.4157,17.164,42.8698,107.8881,64.1649,27.3698,B2,word_pos,mobile,A,mobile,ADJ
flirter,VERB,B2,beacco,41.5436,2.3406,0.0,0.0,0.0,41.5436,0.0,0.0,2.3406,0.0,0.0,0.0,14.4824,0.0,0.0,1.0388,B2,word_pos,flirter,V,flirter,VER
défaillir,VERB,B2,beacco,40.8462,3.7109,0.0,0.0,0.0,40.8462,6.2023,0.0,3.7109,0.0,0.0,0.0,9.1403,6.0005,0.0,1.4462,B2,word_pos,défaillir,V,défaillir,VER
susciter,VERB,B2,beacco,40.8284,25.8727,0.0,0.0,35.5085,40.8284,67.5554,48.1138,25.8727,0.0,0.0,27.5277,36.6021,84.0628,77.312,27.0848,B2,word_pos,susciter,V,susciter,VER
répliquer,VERB,B2,beacco,40.5762,13.6787,1.6057,0.0,16.7348,40.5762,0.0,0.0,13.6787,0.0,0.0,4.687,25.5466,0.0,0.0,4.8503,B2,word_pos,répliquer,V,répliquer,VER
prétexte,NOUN,B2,beacco,40.1713,6.3525,0.0,0.0,4.9948,40.1713,3.2084,0.0,6.3525,0.0,0.0,11.8908,31.1602,6.8846,0.0,9.4131,B2,word_pos,prétexte,N,prétexte,NOM
cerner,VERB,B2,beacco,39.1774,7.3423,0.0,0.0,0.2076,39.1774,30.0911,6.4938,7.3423,0.0,0.0,0.3906,18.0984,51.4303,12.833,7.6913,B2,word_pos,cerner,V,cerner,VER
utilité,NOUN,B2,beacco,38.8747,14.1221,0.0,0.0,15.4174,38.8747,38.2901,0.0,14.1221,0.0,0.0,12.2371,26.7491,27.9938,0.0,11.0593,B2,word_pos,utilité,N,utilité,NOM
univers,NOUN,B2,beacco,38.1786,30.4603,0.0,0.1103,29.3278,38.1786,169.2016,19.2455,30.4603,0.0,0.2129,26.0301,42.907,158.8399,19.328,30.8789,B2,word_pos,univers,N,univers,NOM
aérien,ADJ,B2,beacco,37.8464,11.3713,0.0,0.0,8.5368,37.8464,38.9993,0.0,11.3713,0.0,0.0,7.5617,22.8394,78.6751,0.0,12.8463,B2,word_pos,aérien,A,aérien,ADJ
doter,VERB,B2,beacco,37.5874,25.7151,4.8997,0.7405,23.5819,37.5874,64.6702,28.8683,25.7151,5.0618,0.606,23.7241,25.2078,68.3291,19.328,21.5596,B2,word_pos,doter,V,doter,VER
souligner,VERB,B2,beacco,37.1729,44.7173,0.0,0.0,48.592,37.1729,99.4974,364.1665,44.7173,0.9464,0.0,45.0265,36.9454,105.5808,260.8986,46.5005,B2,word_pos,souligner,V,souligner,VER
guère,ADV,B2,beacco,36.2594,25.6988,0.0,0.0,22.6395,36.2594,78.6071,174.4076,25.6988,0.0,0.0,20.6647,15.7322,65.9532,202.2974,22.0576,B2,word_pos,guère,ADV,guère,ADV
interrogatoire,NOUN,B2,beacco,35.8741,3.2988,0.0,0.3209,0.0,35.8741,0.0,0.0,3.2988,0.0,0.0,0.0,35.1075,0.0,0.0,2.8045,B2,word_pos,interrogatoire,N,interrogatoire,NOM
théorie,NOUN,B2,beacco,35.6164,17.4124,0.0,0.0,8.8136,35.6164,110.5115,4.1173,17.4124,0.0,0.0,13.4122,36.5847,80.2715,4.0185,17.5254,B2,word_pos,théorie,N,théorie,NOM
psychiatre,NOUN,B2,beacco,35.6073,4.5161,0.0,0.2117,0.7236,35.6073,0.0,0.0,4.5161,0.0,0.4157,1.2756,24.3223,0.0,0.0,4.9576,B2,word_pos,psychiatre,N,psychiatre,NOM
conduit,NOUN,B2,beacco,35.4058,8.4182,0.0,16.4906,0.0,35.4058,0.0,0.0,8.4182,0.0,0.7079,0.0,4.0509,0.0,0.0,0.8371,B2,word_pos,conduit,N,conduit,NOM
matelas,NOUN,B2,beacco,35.3911,5.4255,0.0,0.1103,1.9454,35.3911,1.6042,0.0,5.4255,0.0,0.2129,3.7062,41.9035,3.4423,0.0,8.5833,B2,word_pos,matelas,N,matelas,NOM
sentimental,ADJ,B2,beacco,35.1379,9.752,3.6187,0.0,0.3401,35.1379,31.3338,0.0,9.752,0.5987,0.0,0.5857,10.1033,20.024,0.0,4.6997,B2,word_pos,sentimental,A,sentimental,ADJ
interdit,NOUN,B2,beacco,35.1379,4.9142,0.0,0.0,0.7236,35.1379,1.6042,0.0,4.9142,0.0,0.0,0.5857,10.1033,3.4423,0.0,3.1477,B2,word_pos,interdit,N,interdit,NOM
punir,VERB,B2,beacco,35.0327,10.7012,0.3983,0.0,12.7693,35.0327,6.2023,0.0,10.7012,0.8346,0.6111,11.9173,24.924,6.0005,0.0,11.2454,B2,word_pos,punir,V,punir,VER
sacrer,VERB,B2,beacco,34.6125,4.9331,7.7072,0.0,0.0,34.6125,0.0,0.0,4.9331,0.8346,0.0,0.0,1.2705,0.0,0.0,0.584,B2,word_pos,sacrer,V,sacrer,VER
viser,VERB,B2,beacco,34.5824,24.4121,0.0,0.2117,40.09,34.5824,72.0068,9.6228,24.4121,0.0,0.4157,28.8865,23.1828,51.4303,19.328,19.9729,B2,word_pos,viser,V,viser,VER
pseudonyme,NOUN,B2,beacco,34.2803,4.5818,0.0,0.0,1.4155,34.2803,0.0,0.0,4.5818,0.0,0.0,0.5857,19.0113,0.0,0.0,2.5189,B2,word_pos,pseudonyme,N,pseudonyme,NOM
longueur,NOUN,B2,beacco,33.8969,13.9163,0.0,0.0,0.0,33.8969,119.8754,12.352,13.9163,0.0,0.0,0.0,24.275,107.8881,8.037,10.9894,B2,word_pos,longueur,N,longueur,NOM
crâne,NOUN,B2,beacco,33.87,8.1313,1.2703,0.2117,2.5303,33.87,18.4508,0.0,8.1313,1.6512,0.4157,3.3478,34.0172,3.4423,0.0,8.833,B2,word_pos,crâne,N,crâne,NOM
intégration,NOUN,B2,beacco,33.2949,26.3833,0.4068,0.0,8.2955,33.2949,141.291,117.0576,26.3833,0.0,0.0,7.8476,33.5794,135.4946,77.4712,21.8064,B2,word_pos,intégration,N,intégration,NOM
chute,NOUN,B2,beacco,33.2002,21.074,0.5081,0.2599,23.5254,33.2002,32.5926,58.4441,21.074,0.5504,0.5213,22.4497,50.7873,26.3397,38.4989,23.2661,B2,word_pos,chute,N,chute,NOM
analyse,NOUN,B2,beacco,32.8564,19.7168,0.0,0.9626,5.2864,32.8564,140.3934,9.6228,19.7168,0.0,0.6228,8.1958,25.4252,185.0725,19.328,23.6962,B2,word_pos,analyse,N,analyse,NOM
favoriser,VERB,B2,beacco,32.7176,26.8278,0.0,0.0,24.0566,32.7176,69.3648,126.4605,26.8278,0.0,0.0,27.0991,28.2799,84.9757,162.4685,29.6158,B2,word_pos,favoriser,V,favoriser,VER
arracher,VERB,B2,beacco,32.4613,21.3226,0.5081,0.3918,40.4237,32.4613,3.2084,19.4814,21.3226,0.5504,0.0,38.4416,32.3407,3.4423,12.833,18.6411,B2,word_pos,arracher,V,arracher,VER
mécanisme,NOUN,B2,beacco,31.9673,16.1345,0.0,0.0,8.3243,31.9673,48.7271,81.2491,16.1345,0.0,0.0,7.3789,28.0492,27.9938,138.6137,14.2569,B2,word_pos,mécanisme,N,mécanisme,NOM
signal,NOUN,B2,beacco,31.882,18.1061,2.2771,0.3918,1.5614,31.882,88.7678,0.0,18.1061,1.1764,0.1865,3.0801,33.1711,86.6121,0.0,18.0654,B2,word_pos,signal,N,signal,NOM
bref,ADJ,B2,beacco,31.7632,18.8347,0.8841,0.9626,20.1277,31.7632,22.8111,48.0277,18.8347,0.9121,0.0,9.8175,18.0886,31.5653,38.656,13.3454,B2,word_pos,bref,A,bref,ADJ
vestibule,NOUN,B2,beacco,31.5134,3.0512,0.0,0.0,0.0906,31.5134,0.0,0.0,3.0512,0.0,0.0,0.185,7.8109,0.0,0.0,1.2972,B2,word_pos,vestibule,N,vestibule,NOM
sondage,NOUN,B2,beacco,30.9787,27.9694,0.0,0.0,61.1791,30.9787,24.6058,9.6228,27.9694,0.0,0.0,56.4666,25.3822,49.6683,19.328,31.1818,B2,word_pos,sondage,N,sondage,NOM
excitation,NOUN,B2,beacco,30.9257,3.0474,0.0,0.0,0.3765,30.9257,0.0,0.0,3.0474,0.0,0.0,0.3933,9.0915,0.0,0.0,1.5015,B2,word_pos,excitation,N,excitation,NOM
évader,VERB,B2,beacco,30.896,6.4781,0.0,0.3702,0.0,30.896,11.2294,9.6228,6.4781,0.0,0.606,0.0,44.3902,6.8846,19.328,8.0317,B2,word_pos,évader,V,évader,VER
orgueil,NOUN,B2,beacco,30.8394,5.7584,0.5025,0.0,3.4863,30.8394,0.0,0.0,5.7584,0.0,0.0,3.4656,57.5427,0.0,0.0,7.5976,B2,word_pos,orgueil,N,orgueil,NOM
embauche,NOUN,B2,beacco,30.7884,8.4041,0.0,0.7405,7.0014,30.7884,0.0,9.6228,8.4041,0.0,0.606,6.9801,26.8458,0.0,19.328,9.4202,B2,word_pos,embauche,N,embauche,NOM
déterminer,VERB,B2,beacco,30.5721,18.0375,0.0,3.439,1.6311,30.5721,82.0908,56.9312,18.0375,0.0,0.2891,7.3361,23.1002,98.2183,113.6757,22.5521,B2,word_pos,déterminer,V,déterminer,VER
velours,NOUN,B2,beacco,29.7266,8.1058,0.5025,0.0,13.1884,29.7266,0.0,0.0,8.1058,0.0,0.0,11.9268,15.3401,0.0,0.0,5.8618,B2,word_pos,velours,N,velours,NOM
trancher,VERB,B2,beacco,29.6511,19.0814,0.7967,0.8468,12.4336,29.6511,14.3534,68.1256,19.0814,1.6691,0.4157,7.6811,21.387,8.2781,56.7717,12.6299,B2,word_pos,trancher,V,trancher,VER
étendre,VERB,B2,beacco,29.6327,34.2387,5.9051,0.2114,74.9194,29.6327,34.728,32.4689,34.2387,7.6141,0.6008,79.5816,30.0368,73.3785,38.4989,42.756,B2,word_pos,étendre,V,étendre,VER
tribu,NOUN,B2,beacco,29.507,7.8092,0.4996,0.0,5.2915,29.507,3.2084,0.0,7.8092,0.9464,0.0,6.4528,29.0837,3.4423,0.0,8.8011,B2,word_pos,tribu,N,tribu,NOM
tuberculose,NOUN,B2,beacco,29.4819,3.614,0.0,0.0,0.0,29.4819,8.2019,0.0,3.614,0.0,0.0,0.0,16.2097,8.2781,0.0,2.6486,B2,word_pos,tuberculose,N,tuberculose,NOM
extrême,ADJ,B2,beacco,29.4602,22.4776,5.5643,0.0,18.9686,29.4602,126.6556,0.0,22.4776,7.0309,0.0,26.7061,12.8176,130.9119,0.0,24.7835,B2,word_pos,extrême,A,extrême,ADJ
apparition,NOUN,B2,beacco,28.8303,24.3011,0.0,0.0,26.8416,28.8303,156.6566,0.0,24.3011,0.0,0.0,26.2674,23.2732,129.0281,0.0,22.4977,B2,word_pos,apparition,N,apparition,NOM
traitement,NOUN,B2,beacco,28.7633,21.2673,0.4996,0.3702,6.4082,28.7633,100.4038,19.2455,21.2673,0.9464,0.606,11.0252,13.7036,146.4547,19.328,25.1818,B2,word_pos,traitement,N,traitement,NOM
lire,NOUN,B2,beacco,28.5851,5.14,0.0,0.0,3.5709,28.5851,3.1012,0.0,5.14,0.0,0.0,6.2628,29.0317,0.0,0.0,6.6213,B2,word_pos,lire,N,lire,NOM
biologique,ADJ,B2,beacco,28.5247,21.1121,2.1216,0.8456,0.0,28.5247,116.7768,38.491,21.1121,3.8852,0.6008,7.7266,32.0073,90.2374,113.6757,18.0018,B2,word_pos,biologique,A,biologique,ADJ
élucider,VERB,B2,beacco,28.4102,4.463,0.0,0.0,0.9618,28.4102,0.0,9.6228,4.463,0.0,0.0,0.4665,16.445,0.0,19.328,3.1372,B2,word_pos,élucider,V,élucider,VER
typique,ADJ,B2,beacco,28.2759,6.9045,1.005,0.0,6.6776,28.2759,0.0,0.0,6.9045,0.9051,0.0,4.684,17.9917,0.0,0.0,5.0757,B2,word_pos,typique,A,typique,ADJ
